name,business_id,city,state,latitude,longitude,stars,review_count
DMRaPL6SnA_RX7yY6rprhQ,Steak On a Stone,Copley,OH,41.1312495,-81.6534386,2.5,26
zLnmmB9jiKg-A2Lggs64-A,CK's Steak House,Painesville,OH,41.6709035,-81.2417216,3,20
7ddnq3YQSKguGK15etqGLQ,Ditka's Restaurant - Wexford,Wexford,PA,40.642662,-80.067024,3,25
eF2jf-E5ktRQIh_4_-Jxsg,Cannon's Chop House,Canonsburg,PA,40.27502303,-80.16658494,3.5,107
dh1S06LtJqMRRpGcePn5Cg,Zach's Place,Berea,OH,41.3714222,-81.8685955,3,18
r_QcMIgY2zxdcV40kK_rxw,Applebee's Grill + Bar,Champaign,IL,40.142141,-88.258452,2,44
ewEDv_q-K0fV0FepkHB8sA,Tornado Steak House,Madison,WI,43.07243,-89.38434,4,537
h-hXxl_9f-QdTYUIx0ar8A,Outback Steakhouse,Independence,OH,41.39742027,-81.65059579,2.5,67
mZYKqiK-9fzifbFbeEbP1w,McCormick & Schmick's Seafood & Steaks,Pittsburgh,PA,40.42813771,-79.96648065,3,168
4ZalERS8GVHK_1ULa86rMQ,Rex's Innkeeper,Waunakee,WI,43.19438,-89.4624497,3,38
B0JdEQoQjr9oka-_YyGZ8g,Outback Steakhouse,Pittsburgh,PA,40.57594485,-80.02623722,2.5,92
5Gj8twqkHxMunpNJLn5Hjw,Arashi Japan,Westlake,OH,41.464644,-81.951747,3,128
xRC2O1i4xQMqqrkKSn7uRw,The Unicorn Restaurant & Pub,Grafton,OH,41.28497,-82.0645052,4.5,21
7JOo6MO-bJMhfXobJG7SRQ,Timber Lodge,Medina,OH,41.198189,-81.841278,3.5,210
I6ocB-D9EAlk3Y9xGll1qA,Taverne Of Richfield,Richfield,OH,41.2400486,-81.6554434,3.5,61
ZalWvpZ4Tv4AMHtHG0DwrQ,Square 22 Restaurant and Bar,Strongsville,OH,41.3159941,-81.8347744,4,132
CmIEkQZ87j1IGm9qWYqUdQ,Toko Japanese Steak House,Streetsboro,OH,41.2402252,-81.337449,4,116
VDn6tM_Q_08CVuNHSUH4Lw,Lakewood Village Tavern,Lakewood,OH,41.476796,-81.786777,3.5,14
iattM1CQ8JfFm2L7-lDifQ,Atami Japan,Irwin,PA,40.3312156,-79.74330259,4,29
Qz4JzvZ_0_2TGTWPTE7XSQ,Steak on a Stone,Willoughby,OH,41.62813,-81.427725,2.5,20
x4eptNxzj43ihrk0nZB_OA,Montana Mike's,Urbana,IL,40.128228,-88.199861,3,12
XTumKkL8Ns3StEvW1nwcow,Fazio's Restaurant,Olmsted Falls,OH,41.3748099,-81.902066,3,7
QQMHSov0KBlBSfb7PXOcXg,Sapporo Japanese Steakhouse,Pittsburgh,PA,40.4400036,-80.0909106,4,27
JzITUte597nI4RXQK9nERQ,Yokoso Japanese Steakhouse,Homestead,PA,40.4090939,-79.9158158,3,200
L95ppCbcWAt4LUWrCiEvPg,The Capital Grille,Pittsburgh,PA,40.44071959,-80.00003915,4,317
gqRfs-c6gx_tcIx63Fx4OQ,Harry Buffalo,Painesville,OH,41.6871191,-81.2899719,2.5,53
MgScNgEPoNExpCOwcgQR3g,LongHorn Steakhouse,Rocky River,OH,41.46149633,-81.852115,3,63
jSnkD2SpD-jcJjBjmxqHpw,Hibachi Japanese Steakhouse,Highland Heights,OH,41.5391563,-81.4529642,2.5,56
YKGb41Io_6mRsm4Bee7aOQ,Firebirds Wood Fired Grill,Beachwood,OH,41.453669,-81.486196,3.5,109
KDiUpLL46cgoiWIM_UyR6g,Sushi Bomb,Pittsburgh,PA,40.4525431,-80.1602727,4,142
6okGKL2PA7kkc-GjZzNHnA,Johnny's Italian Steakhouse,Middleton,WI,43.0937293,-89.5267453,3.5,225
kkl0Jnord6laHQGkgZxG1Q,Applebee's Grill + Bar,Streetsboro,OH,41.238928,-81.34999,3,31
efTPzpiSkxbgNlQOtwyVOA,Medina Steak and Seafood Company,Medina,OH,41.1389647,-81.8724508,3,18
WpOMfnH8hvUOENVNn9xMsQ,John Q's Steakhouse,Cleveland,OH,41.49972216,-81.69584465,3.5,27
nRmTDIs3Gbis9aX2-v1qcw,Shula's 2 Steak & Sports,Cleveland,OH,41.39352526,-81.65051935,3,91
Luv7Vq5SbnkHyN3X1ZM9yw,Applebee's Grill + Bar,Stow,OH,41.16629,-81.477168,2.5,15
PV9CdNFDOX4_zWm3Sy3W8g,Quaker Steak & Lube,Middleton,WI,43.09805693,-89.51922879,3,133
8-EVsgJWjva29XMuVW2gPA,Nouveau Bistro & Lounge,Concord,OH,41.6647396,-81.2414081,4,53
Rii85bzYKGC9P0zOyAem6A,Texas Roadhouse,Brooklyn,OH,41.4246092,-81.7383189,3.5,116
yYHdC09T718YaF0KYb6rpg,LongHorn Steakhouse,Solon,OH,41.3958031,-81.4633444,3,62
VobZRj98tDH7AaojYJD8Jg,Applebee's Grill + Bar,Murrysville,PA,40.422538,-79.661546,3,22
VVPwQdO6g9DHCgdBCIlBsw,Applebee's Grill + Bar,Strongsville,OH,41.312317,-81.823672,3,30
NXERVbjRdwe0Deg4d_fVlA,Koto Ramen,Champaign,IL,40.110827,-88.231612,2,30
VYpXvGPkx2k0lZlGry3HQw,Coach's Club,Cross Plains,WI,43.1142554,-89.6586769,3.5,28
cOAjHOGcmXWJEd1Xo3xt0w,XO Seafood & Oysters,Beachwood,OH,41.462926,-81.470595,3.5,33
mJbrw3Y3NOjCKj2I5t8YsA,Hellriegel's Inn,Painesville,OH,41.6937211,-81.2846589,2.5,18
X0UQortyd6N6zFBVisY_gw,Feiler's,Madison,WI,43.036741,-89.454733,3.5,9
iEYCU5LV6FIr3kpvYltYrw,Cabin Club,Westlake,OH,41.4605556,-81.958732,4,146
cpRiIxqubDa4JV58ZR7-cg,Pittsburgh Steak Company,Pittsburgh,PA,40.428324,-79.978097,2.5,71
NXTsT01IVpKYPpa_1L-Rlw,Applebee's Grill + Bar,Madison,WI,43.052315,-89.474307,2,67
mNsjRWm99TFmssgKJX_kyg,Great Scott Tavern,Euclid,OH,41.608624,-81.528842,4,83
sGTMmemilgAl1tbP0aqc6w,Fitzgerald's,Middleton,WI,43.1085931,-89.5111557,2.5,39
88_7allgDYlxedC9jP1j6w,Applebee's Grill + Bar,Willoughby,OH,41.606407,-81.437956,2,37
cAX-srNrvlifjfov_jpQ1w,Texas de Brazil,Pittsburgh,PA,40.4342885,-80.0052397,4,295
HsAVVdyrzSPORCrpHbMg9g,Nineteen10,Kent,OH,41.1521348,-81.3561211,3.5,12
RPe_cSOxq_qkG-LbxBlOyw,Hyde Park Prime Steakhouse,Pittsburgh,PA,40.446175,-80.0082771,4,223
CLSRz9E-HmQRDwV2_smoDA,Ichiban Hibachi Steakhouse,Pittsburgh,PA,40.4879535,-79.8869153,3.5,100
KBBXaD0FXDTpFuTuSJ6yHA,Applebee's Grill + Bar,Pittsburgh,PA,40.429457,-79.811206,2.5,29
axGP6FXAZlBdmdN9juu1tQ,"Miami Nights Grill, Bar, & Lounge",Westlake,OH,41.474456,-81.900658,2.5,26
6keyv1LcbzdD8MCrRaA0nQ,Outback Steakhouse,Madison,WI,43.0658872,-89.5239951,2.5,78
qLy2F9EzCsFYIKd40OJvZA,Red The Steakhouse,Pittsburgh,PA,40.4414139,-79.9947082,3,58
x_AmiOc8DPAyHe5VeoDYEw,Applebee's Grill + Bar,Pittsburgh,PA,40.426319,-79.888904,2.5,34
fROpvJ_V9q6dAXbi4VwtoA,The Capital Grille,Lyndhurst,OH,41.502243,-81.5014604,4,131
WwQ0sr3wDk2jCMre_3mS7A,Big Red's Steaks,Madison,WI,43.0733361,-89.396349,3.5,17
z9raV7X7cMhGhsOP-bxr7A,Wasabi Japanese Steakhouse,Independence,OH,41.4001282,-81.6620998,3.5,186
QqbZA4r5g1vCbOxOAKJgWg,Tessaro's,Pittsburgh,PA,40.462808,-79.9506473,4,442
1p6qHrapvuKpbZGLT9qskw,El Patio,Champaign,IL,40.0818267,-88.296002,3.5,43
CpNMXASiwtJv5eCDf0n63g,Alexander's Steakhouse,Champaign,IL,40.136796,-88.245076,3,81
jqBUVAWJRJ6QIGXVuhdVvw,Cadillac Ranch,Pittsburgh,PA,40.43940244,-80.14783859,2.5,210
oq9bF1KUzSldObMSQ_aalQ,Quaker Steak & Lube,Valley View,OH,41.400715,-81.625622,3,137
NmGY7zhoEUqO_0KxvBocTw,Local Tavern,Painesville,OH,41.7284579,-81.2564865,3.5,53
AEUzqUECmLCrPkIS9ryDCw,Applebee's Grill + Bar,Lyndhurst,OH,41.519648,-81.475151,2.5,37
#NAME?,Ken Stewart's Grille,Akron,OH,41.1133044,-81.5786112,4,116
nv1XdkWviHXO7N6mK8O1yg,Don's Lighthouse,Cleveland,OH,41.484518,-81.746095,3.5,158
c3FFDloejdmsPZti7wjR0g,Texas Roadhouse,Elyria,OH,41.389171,-82.106366,3,43
p26WM22RrRvkyEztJd57ag,Urban Roadhouse,Mentor,OH,41.6740925,-81.3247251,3.5,38
xSgXMxqfA9VXGHYb9NC9vg,The Flying Rib,Lakewood,OH,41.4771228,-81.7729576,3.5,25
_dcX-gXs3VxTBmURWdnTOw,Buck & Honeys,Sun Prairie,WI,43.199587,-89.226091,3.5,217
33aNXOprvIR-rtxKTUNBbQ,LongHorn Steakhouse,Copley,OH,41.1346694,-81.6536064,3.5,36
fja2EnaSxKu1D7uctMhw-w,Red The Steakhouse,Cleveland,OH,41.4985864,-81.6895733,4,237
GatUelEiMO2tShY16y6Zrg,Applebee's Grill + Bar,Garfield Heights,OH,41.409718,-81.619864,2.5,15
w6F502EKMyn3ONbGT2bQxw,Pickle Bill's Lobster House,Grand River,OH,41.74228127,-81.28125662,3,220
wHG_iKBpUfizBFIGqoaUnQ,Fleming's Prime Steakhouse - Woodmere,Woodmere,OH,41.462988,-81.4739017,3.5,98
UCJpL9VFk3g1B2gjRlLy_g,Ditka's Restaurant,Pittsburgh,PA,40.448472,-80.163196,3.5,245
PeATTp15Y_ExaN6mR1dmKw,Quaker Steak & Lube,Pittsburgh,PA,40.45051579,-80.17568127,3,127
S7ECG2HNltSWFo1FcFTwFQ,Outback Steakhouse,Pittsburgh,PA,40.331151,-80.068668,3,45
weWbz-uCwB9_tHMrSGZAZQ,LongHorn Steakhouse,Independence,OH,41.4003558,-81.6626427,3.5,59
Occo0_pOXAUG-eL6gazeGQ,Applebee's Grill + Bar,Cleveland,OH,41.461461,-81.689881,2,38
h_UvnQfe1cuVICly_kIqHg,Johnny Delmonico's Steakhouse,Madison,WI,43.0740207,-89.3813538,4,148
EXIZwIxLoiPDJs-oKzgaKw,Steak ’n Shake,Cleveland,OH,41.4496327,-81.8178634,2,60
YohEZMYpKrf-3fyPASKLew,Texas Roadhouse,Madison,WI,43.133746,-89.298753,3.5,133
KK5Hvy2JNjXpdO_zHA_LCA,Prime Quarter Steak House,Madison,WI,43.1151959,-89.3281732,4,31
gVrOjfdnijDwxivLTHiBAg,Applebee's Grill + Bar,Lorain,OH,41.428561,-82.204543,2.5,22
RfM6jDn16Qf8eVz2vJTdbw,Henry Wahner's Restaurant & Lounge,Kent,OH,41.1544421,-81.33603,3.5,59
wHy5uBfkwEAbf-6UbZT6lw,The Captain's Club,Eastlake,OH,41.6420348,-81.4394437,3,27
2U3KaC0sIFeugvSm0c2fJA,LongHorn Steakhouse,Medina,OH,41.1650605,-81.8627817,3.5,29
62b0uHo9uaSsoOMQFG55jg,Sammy's Famous Corned Beef,Pittsburgh,PA,40.4391575,-79.9989143,2.5,11
p3DmeeCNz-BdijenlxGI2A,Outback Steakhouse,Monroeville,PA,40.4383688,-79.7594217,3,79
30ibZa6RLsrdhmCUeoS7tQ,Texas Roadhouse,Pittsburgh,PA,40.56208128,-80.02591711,3.5,82
0gbi6kYiAOnFwfZ_2_dXSA,Hyde Park Prime Steakhouse,Beachwood,OH,41.4632516,-81.4933324,4,112
LJwS9epPXXvzel7bZ616Gg,Marble Room Steaks and Raw Bar,Cleveland,OH,41.50039397,-81.68881464,4,272
3rlMsFJE8MjHE4K2ABkQFw,Tavolo 72,Middleburg Heights,OH,41.3699534,-81.8256366,3.5,15
Ef0WLuzSbnSuIKu5i-Z2_g,Outback Steakhouse,Moon Township,PA,40.4573706,-80.1791796,3.5,47
PXJkqZGaC5qxhJTVQodN_w,Harry's Steakhouse & Banquet Center,Independence,OH,41.4083787,-81.6408735,3.5,114
DzVv_g6xsLbMh66HtiZK3A,Coal Hill Steakhouse at Grandview Saloon,Pittsburgh,PA,40.4381076,-80.0185368,2,65
wyAKcdWQCXudHY30M0Tq4Q,Applebee's Grill + Bar,North Olmsted,OH,41.418781,-81.901834,3,24
6RmdqLK1H5aodAA8t7Yl2A,LongHorn Steakhouse,West Homestead,PA,40.404148,-79.918819,3,110
1HtxtLaFgTeerAuF9Q5jRQ,Lone Star Steakhouse,West Mifflin,PA,40.3502247,-79.9411557,3,20
vOY6w1Q45Iod8sy2c8zetg,"Red, the Steakhouse",Orange Village,OH,41.4524011,-81.486308,4,193
TNV-nSWQ_pN6wrMwAgxSkA,Mc Govern's Club and Restaurant,Sun Prairie,WI,43.1824466,-89.2275169,3,16
XTB-U4e2MCDzyRQ1EpPtLA,Lone Star Steakhouse,North Olmsted,OH,41.4150377,-81.8995466,2,41
hP2DOm7E2H4P7MOS7XN_SQ,Hamilton Walker's,Champaign,IL,40.117491,-88.243875,3.5,170
jUddhNjGAE6W7MQKaUEZ4Q,Ryan's,Champaign,IL,40.136306,-88.2619969,2,21
jWlErd3TOkO4C0MgP8eDvw,Bella Vista,Pittsburgh,PA,40.4379704,-80.0183184,3,62
2zx0Pt5OeHhjAZoNRqYTog,Fuegos - Steak Tapas Vegan,Madison,WI,43.0797595,-89.369608,3.5,216
OHKLSUanPcaAQMYkHDBdSw,Applebee's Grill + Bar,Cuyahoga Falls,OH,41.118674,-81.476827,2,25
LWk7Q5CTjpK-k_TfXdbApQ,Brasa Grill,Cleveland,OH,41.4988193,-81.7008219,3,159
gtGn5hnHRAnGgfCiTcdj0A,Hibachi Japanese Steakhouse,Fairview Park,OH,41.4411018,-81.8608528,2.5,67
JKAYcu_1UPHTyquCZCKPaw,Strip,Avon,OH,41.453573,-82.033843,4,241
uWL8onvbR7WFJU7BGZ1a2A,Fiore's Italian Steakhouse,Copley,OH,41.13357898,-81.65361205,2,23
H-wMVXewXX8DmY7uF2pwYA,Cork's and Stubby's,Amherst,OH,41.3981655,-82.2264716,3,30
PKjdnTWQSygpOjlWl8VzrQ,Whistlers Kitchen & Bar Wood-Fired,Avon,OH,41.4535031,-82.0330224,4,52
_vu7qhaHRo0k8gnkojZD_g,Fujiyama Steakhouse & Sushi Bar,Avon,OH,41.4683699,-82.0155941,3,73
YbgEzqyH-nngJMZO0dY0iA,Clearview Restaurant & Pub,Akron,OH,41.2019564,-81.6383576,3.5,44
9BQGpsIRhs9cRHuGh9xuJw,Toko Japanese Steak House,Kent,OH,41.15548802,-81.32698425,3.5,64
LFdlt3HzTGGvzgfwzYjCVw,Pacers Sports Bar & Grille,Mentor,OH,41.675955,-81.315428,3.5,23
bJGtHxejEJboO2o_DtaPEQ,Applebee's Grill + Bar,McMurray,PA,40.267996,-80.128261,3,22
eROPfqFhqHh2wDvz-5O9QQ,Ichiban Hibachi Steakhouse & Sushi Bar,Canonsburg,PA,40.269682,-80.12658,3.5,32
3YrySY6jiAJO1N7LbjsI_Q,Bianca's Ristorante Italiano & Lounge,Brunswick,OH,41.2671388,-81.840153,2.5,33
QT4ax7JkGZma8oMy5j8t2w,DragonFire Steakhouse,Pittsburgh,PA,40.357621,-80.0503804,2.5,29
3jKaeGaw_iVz1oEqpoRqsQ,Applebee's Grill + Bar,Stow,OH,41.156457,-81.407726,3.5,16
tORH_LDga3t1bbuluhuxiQ,Smoky's Club,Madison,WI,43.0749956,-89.4416756,3,81
QToLw4ijAdErQ906aqr5aw,Nemo Grille,Avon,OH,41.4521407,-82.0347739,4.5,137
t2O4Qx74U_IfBzDHJzvUCA,Urban Farmer,Cleveland,OH,41.5036701,-81.691598,3.5,570
HBX4hBNcOYwAJ2kAWebtbA,Texas De Brazil,Woodmere,OH,41.4629049,-81.4799889,4,145
ZvEJiX8HBIForfbHOfqpmQ,Skyvue Restaurant,West Mifflin,PA,40.3505751,-79.9231862,3.5,44
1njD5p7-FvV8uoHzwiVYCA,LongHorn Steakhouse,Mentor,OH,41.6823019,-81.2976018,3.5,42
6sCdVRtmhJgNqKh9Vx6JXw,Tavern At Twin Lakes,Kent,OH,41.1950389,-81.3378521,3,46
qQMvHvHnVIEHaOSxTEIu9A,The Hilltop,Cross Plains,WI,43.08474554,-89.65591396,3.5,21
sz6_gKcHjtcpWKIZLXV85w,"or, The Whale",Pittsburgh,PA,40.43753319,-79.998808,4,294
h-d71agFCi1IFWaaxPCwYA,Wise Guys Lounge & Grill,Akron,OH,41.1130118,-81.5106744,4,30
7bQU0QI_YID3MgZirZHmSg,Jekyll's Kitchen,Chagrin Falls,OH,41.43134962,-81.39278009,3.5,202
nTj1Yi5TyRErrP8k8H3C3g,Kavanaugh's Esquire Club,Madison,WI,43.111265,-89.363442,3,64
TNgqPThc9_MwgSIdsZIUjQ,Delmonico's Steakhouse,Independence,OH,41.39469,-81.648719,3.5,145
_6b9CtXi4fQqiu2VjCVpTQ,Outback Steakhouse,Madison,WI,43.128671,-89.3063473,3,75
r0DureDzsHpzs_VZem5k7g,Outback Steakhouse,Westlake,OH,41.474908,-81.8956237,3,65
NSzhahVpI_B32snhJHM0HA,Texas Roadhouse,Champaign,IL,40.117932,-88.2810949,4,106
xTID0KVkR_H2v23LsdM02A,Steak ’n Shake,Akron,OH,41.13357131,-81.643151,2.5,36
g6aWPjcKukfK1-Po70Lhyw,Wonder Bar Steakhouse,Madison,WI,43.052432,-89.379756,3.5,139
Mb4V2aPneclZZ8BfZUjWGA,Ken Stewart's East Bank,Cleveland,OH,41.50073024,-81.70439333,3.5,61
SNNrb5T4dn3DMq410HIpxw,Gamekeeper's Taverne,Chagrin Falls,OH,41.43171,-81.39355,3.5,92
bkh5o6bCzDCovSkRYBsU1w,LongHorn Steakhouse,Champaign,IL,40.1413941,-88.2584758,3,73
_ta7UaBqMTcF25JZy_5YHQ,Applebee's Grill + Bar,Macedonia,OH,41.308429,-81.516664,2.5,23
Im0hMcWaqWIzuBM8xILDsA,Trivs,Strongsville,OH,41.3139309,-81.819294,4,107
8y2TWfFWt_OCJemAJniORQ,Shogun Japanese Steak House,Willoughby,OH,41.6234996,-81.4441874,3.5,21
EKUdxxPirhQgwHI9OpY0FQ,Wasabi Japanese Steakhouse,Elyria,OH,41.397313,-82.112262,3,37
nxAo0oDgsNlduzUuuUL4Fg,Steak ’n Shake,Munhall,PA,40.4134446,-79.9044468,2,110
2ALi7ZYvil-BAXFa3CMUyA,Shinto Japanese Steakhouse & Sushi Bar,Strongsville,OH,41.293935,-81.835899,3.5,190
AplxT8Xq5C1-Edt56FNq3A,Applebee's Grill + Bar,Medina,OH,41.162787,-81.861581,1.5,9
JLbgvGM4FXh9zNP4O5ZWjQ,Meat & Potatoes,Pittsburgh,PA,40.44314459,-80.00110379,4,2001
ndzT1maiVwpz-7VFFzAb5Q,Eddie V's Prime Seafood,Pittsburgh,PA,40.43994,-79.996847,4.5,209
w1c_Uy60LSDiMsSjAsEqkw,Rumfish Grille,Bridgeville,PA,40.36839301,-80.10659567,3,192
AEoWScs-gYsXSUUmDbseFg,The Cabin of Willowick,Willowick,OH,41.6291087,-81.4836299,3.5,79
JBkc2Xof8yietmHQLs62aQ,Eddie Merlot's - Pittsburgh,Pittsburgh,PA,40.440898,-80.0046248,4,218
cs-bfjBie4uwCW99yZmlqw,LongHorn Steakhouse,Tarentum,PA,40.57022374,-79.7974224,3.5,40
qw6gr0f7yIuG5WCcYLQBSA,Bistro 70,Painesville,OH,41.7268783,-81.2429631,4.5,55
MQXFdfDb1UjrZngnjslmhA,Outback Steakhouse,Macedonia,OH,41.312926,-81.5161822,2.5,81
9ismhhkIPREHOo8tJi0ETA,Ruth's Chris Steak House,Middleton,WI,43.0974604,-89.5229994,3.5,118
qb8TiKsNTUqq4P-u6zQLDg,Atria's Restaurant,McMurray,PA,40.265839,-80.1280336,3.5,70
CgsUUVwL8EBqcHFxrtkFtA,Quaker Steak & Lube,Mentor,OH,41.65772553,-81.37825294,3,75
CySpYWrovIOGh7hdz9ahOQ,Dragonfly Lounge,Cleveland,OH,41.4859322,-81.704615,4,28
jzr6jW5cQ0jpPhEo4kGMBw,LongHorn Steakhouse,Madison,WI,43.05941101,-89.50350262,3.5,86
k1FNfGvknWVC_GzirQThmA,Outback Steakhouse,Mentor,OH,41.6581921,-81.3644696,2.5,81
iSOaf_-deg1nIlCm3cuzvg,Capitol ChopHouse,Madison,WI,43.07289059,-89.38052085,3.5,73
Wj-73Uu3U79CGK_H_kyAsg,Quaker Steak & Lube,Pittsburgh,PA,40.49737753,-80.24378356,3,36
lrL8WPWBesBm2cfUoLvwJA,LongHorn Steakhouse,Cuyahoga Falls,OH,41.1195369,-81.4784828,3.5,46
gv47gtyCkw_8OyexHrqdDA,Rare Steakhouse,Madison,WI,43.0752825,-89.3861265,4,267
f64hS5UYq102ApvdYUf9nA,Applebee's Grill + Bar,Elyria,OH,41.395622,-82.107428,3,18
g0APw_zhwwHoLjSlHEsTzw,Applebee's Grill + Bar,Middleburg Heights,OH,41.378349,-81.789168,2.5,26
ihTl21FfAYXzGoM-Gu8U3A,Shuhei,Beachwood,OH,41.4640061,-81.5141728,4,178
Y1Y5aSg5YUFHkpqUnkydig,Applebee's Grill + Bar,Independence,OH,41.399787,-81.661373,3,36
jdIVIQeNBDyYCpFIy52Cgg,Bratenahl Place Bistro,Bratenahl,OH,41.55358525,-81.60568783,4.5,14
UDqYqhDaW96-y7l79VMODw,Applebee's Grill + Bar,Pittsburgh,PA,40.39120845,-80.069188,3,28
VwCtpOYiCKA5VXbKZhCSVA,Morton's The Steakhouse,Pittsburgh,PA,40.44238283,-80.00087231,3.5,117
QRSmjSpB6Yn5iNS6q88tNg,Ginza Sushi House,Cleveland,OH,41.4966072,-81.6818193,3.5,40
3R6UGi7SU-rHc8FO2VZ29Q,LongHorn Steakhouse,Strongsville,OH,41.3123585,-81.8207402,3,47
GDWZh4LMDiUXHcZV3XJRww,The Groove Cheesesteak Co,Pittsburgh,PA,40.4283701,-79.9775372,3,78
ntds2JP29DPYp765oFqptw,Rusty Anchor,Cleveland,OH,41.498251,-81.706988,3.5,59
wTjRn-n2wr6aLkNqFIuAGQ,Armstrong's,Pittsburgh,PA,40.35960955,-80.00244141,3.5,136
EsjY-B1wh76hK6G6deH1hw,Prime Rib Steakhouse,Cleveland,OH,41.497577,-81.698517,3.5,16
_VHU9KZUHRLp2Hc2JOKlYg,Cioppino Restaurant & Cigar Bar,Pittsburgh,PA,40.45416441,-79.98304041,4,200
z2RiCl_iU-8bM4Lj1zNL8g,Green Forest Churrascaria,Pittsburgh,PA,40.44635705,-79.82681935,4.5,179
v1CscQ5oHCRGVyaIcWPf0A,Applebee's Grill + Bar,Wadsworth,OH,41.050746,-81.729462,3,25
hUHIahAcew5i39D_6ZqEmQ,Donatos Fox Chapel,Pittsburgh,PA,40.48833508,-79.88283756,3,46
Ywdy4YARQK1ZWOCDzZDi-w,Sarava At Shaker Square,Cleveland,OH,41.4841708,-81.5897355,4,43
9lDpO8fpgZKd18yskBM3Zw,Diamond Men's Club,Cleveland,OH,41.4932113,-81.7021476,3,17
J7NwmxRazh6pw2K9FwxNLA,Saga Hibachi Steakhouse & Sushi Bar,Canonsburg,PA,40.27531218,-80.16656394,2.5,14
7bSE9GOvftLyvwvyz9XJoA,Applebee's Grill + Bar,Pittsburgh,PA,40.348518,-79.948077,2.5,53
XfO5MZI2lH1U2HsMnIsYzg,Noosa Bistro,Mentor,OH,41.7142793,-81.2984618,3.5,116
PF8HqToO6An0mH6odFoCEw,South Philly Steak & Fries,Pittsburgh,PA,40.342619,-80.055283,2,11
hXCoi8OuvdhIA-zXJiPvfg,Full Of Bull Famous Roast Beef,Madison,WI,43.0751289,-89.394324,2.5,26
_XVHWZ_epQZkDxg1alyD-g,Brown Derby,Mentor,OH,41.71438,-81.298804,2.5,42
hM48axj9twnf7A6a5f8cjA,Sumo Japanese Steakhouse & Sushi Bar,Madison,WI,43.1227227,-89.314762,3.5,134
5QVozBk6HVJZHA3W-s7aDg,Corkscrew Saloon,Medina,OH,41.1395078,-81.8789928,4,122
j4jsgp-e315s11ehJfRzAA,The Carlton,Pittsburgh,PA,40.4396782,-79.9959316,4,122
guQww9yGHP7rRTea6zTnDg,Andrew's Steak and Seafood,Pittsburgh,PA,40.446786,-80.022094,3.5,66
47me-6Zme7RYR0zEonfaHg,Texas de Brazil,Westlake,OH,41.46099612,-81.95252688,3.5,119
nfJHNu_AQXptaTQIHjpAoQ,LongHorn Steakhouse,Pittsburgh,PA,40.45140258,-80.16183143,3.5,61
MPSPlwGM11T9yq9rNBIkog,Nicky & Smitty's Deli Restaurant,Aurora,OH,41.34557674,-81.37598391,3.5,43
QJ1YpQLVuentjgTQqNqqpw,XO Prime Steaks,Cleveland,OH,41.4998531,-81.6984516,3.5,195
xu3cVLDeZ3RLJFh-IY5DGw,Applebee's Grill + Bar,Gibsonia,PA,40.639515,-79.938648,2.5,14
k7wXMfLPfsMfFHf5wBrZuw,Butch's Saloon,North Royalton,OH,41.336731,-81.7847172,2.5,6
uGwwPkw2AEvKkVHiSufhzQ,Jim Gould,Champaign,IL,40.1182231,-88.2435515,3.5,45
0wUBRqU95D8URo5Ws4r5Qg,Steak ’n Shake,Aurora,OH,41.35679617,-81.389581,2,47
