business_id,name,city,state,latitude,longitude,stars,review_count,is_open,attributes,category,hours
d6VYQbeTZ_WdD8Uuhh35dg,Tempest Oyster Bar,Madison,WI,43.073930018599995,-89.3796241524,4.0,280,1,"RestaurantsReservations,BusinessAcceptsCreditCards,OutdoorSeating,BikeParking,RestaurantsGoodForGroups,RestaurantsTableService,HasTV,HappyHour,CoatCheck","Steakhouses, Restaurants, Bars, Seafood, Nightlife","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-22:0'}"
K8iNH0OEhS7vZLVyuO1v4A,Wasabi Japanese Steak House,Akron,OH,41.1305113,-81.6543561,3.5,127,1,"HasTV,RestaurantsTakeOut,RestaurantsReservations,GoodForKids,RestaurantsTableService,BusinessAcceptsCreditCards,RestaurantsGoodForGroups","Steakhouses, Restaurants, Japanese","{'Monday': '16:30-22:30', 'Tuesday': '16:30-22:30', 'Wednesday': '16:30-22:30', 'Thursday': '16:30-22:30', 'Friday': '16:30-23:0', 'Saturday': '14:0-23:0', 'Sunday': '12:0-21:0'}"
HOgLMfPB11zz7BsYkFSz0g,Baba's Supper Club,Sun Prairie,WI,43.1832054,-89.21409659999998,2.0,4,0,"BusinessAcceptsCreditCards,HasTV,GoodForKids,RestaurantsTakeOut,RestaurantsGoodForGroups,RestaurantsReservations","American (Traditional), Restaurants, Steakhouses",
vv769u0PvdQhO5IIBFAcwg,Saga Hibachi Steakhouse & Sushi Bar,Bethel Park,PA,40.3418115205,-80.0552053647,3.0,79,0,"HasTV,GoodForKids,OutdoorSeating,RestaurantsGoodForGroups,RestaurantsTakeOut,RestaurantsReservations,RestaurantsTableService,BusinessAcceptsCreditCards,HappyHour","Restaurants, Sushi Bars, Steakhouses, Japanese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
ZspvlO5Dvtd517YhVLJJ_A,Tomo Sushi & Hibachi,Cleveland,OH,41.499484,-81.70045390000001,3.0,239,1,"RestaurantsGoodForGroups,BusinessAcceptsCreditCards,RestaurantsTakeOut,OutdoorSeating,RestaurantsDelivery,HasTV,RestaurantsReservations,BikeParking","Sushi Bars, Restaurants, Japanese, Steakhouses","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-23:0'}"
gWmrOXOmciuTnNi4P0wWDQ,Hyde Park Prime Steakhouse,Akron,OH,41.1367374795,-81.6465704509,4.0,57,1,"RestaurantsTakeOut,RestaurantsGoodForGroups,RestaurantsReservations,BusinessAcceptsCreditCards,Caters,HappyHour,HasTV","Steakhouses, Salad, Seafood, Barbeque, Restaurants, Desserts, Japanese, Food","{'Monday': '0:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-20:0'}"
Nz0MchMpTVYmJbijeBSVew,Outback Steakhouse,Cuyahoga Falls,OH,41.11783370000001,-81.47342590000002,3.0,34,0,"RestaurantsTakeOut,RestaurantsGoodForGroups,RestaurantsDelivery,BusinessAcceptsCreditCards,HasTV,RestaurantsReservations,BikeParking,GoodForKids","Restaurants, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
VGxJbglGlx-a7Gdc55Q6jQ,Katana,Pittsburgh,PA,40.3899009,-80.04066170000002,3.0,149,1,"RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,Caters,RestaurantsGoodForGroups,RestaurantsReservations,BikeParking,GoodForKids,HasTV","Restaurants, Japanese, Sushi Bars, Chinese, Steakhouses","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '12:0-21:30'}"
1MrJJ9tyNyfFrxaNZ67xFg,Silk Road Gourmet Chinese,Pittsburgh,PA,40.3591070736,-80.00208978180001,4.0,135,1,"RestaurantsReservations,RestaurantsDelivery,HasTV,GoodForKids,RestaurantsTakeOut,RestaurantsGoodForGroups,BikeParking,BusinessAcceptsCreditCards,RestaurantsTableService","Restaurants, Sushi Bars, American (New), Japanese, Chinese, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}"
795wIi2-x9RfndhVo0byaA,Steel City Steak House,Monroeville,PA,40.3981061,-79.7690515,2.5,34,0,"GoodForKids,BikeParking,BusinessAcceptsCreditCards,RestaurantsReservations,HasTV,Caters,DriveThru,RestaurantsTakeOut,RestaurantsGoodForGroups","Sandwiches, Burgers, Restaurants, Steakhouses","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-2:0'}"
DMRaPL6SnA_RX7yY6rprhQ,Steak On a Stone,Copley,OH,41.1312495,-81.65343859999999,2.5,26,0,"RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsGoodForGroups","Restaurants, Steakhouses","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}"
zLnmmB9jiKg-A2Lggs64-A,CK's Steak House,Painesville,OH,41.6709035,-81.24172159999998,3.0,20,1,"BusinessAcceptsCreditCards,RestaurantsTakeOut,RestaurantsGoodForGroups,RestaurantsReservations,Caters,HasTV","Restaurants, Steakhouses","{'Monday': '6:30-23:0', 'Tuesday': '6:30-23:0', 'Wednesday': '6:30-23:0', 'Thursday': '6:30-23:0', 'Friday': '6:30-1:0', 'Saturday': '6:30-1:0', 'Sunday': '6:30-22:0'}"
7ddnq3YQSKguGK15etqGLQ,Ditka's Restaurant - Wexford,Wexford,PA,40.642662,-80.067024,3.0,25,0,"BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,Caters,RestaurantsGoodForGroups,HasTV,RestaurantsTableService,BikeParking,HappyHour,OutdoorSeating","Seafood, Restaurants, Steakhouses, Burgers, Salad, American (Traditional)","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}"
eF2jf-E5ktRQIh_4_-Jxsg,Cannon's Chop House,Canonsburg,PA,40.2750230347,-80.1665849354,3.5,107,1,"RestaurantsReservations,HasTV,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsGoodForGroups,GoodForKids,HappyHour,BikeParking,RestaurantsTakeOut,RestaurantsTableService","Steakhouses, Restaurants, Cajun/Creole","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:0-22:0'}"
dh1S06LtJqMRRpGcePn5Cg,Zach's Place,Berea,OH,41.3714222,-81.8685955,3.0,18,1,"BusinessAcceptsCreditCards,BikeParking,RestaurantsGoodForGroups,Caters,RestaurantsTakeOut,RestaurantsReservations,GoodForKids,HasTV","Steakhouses, Seafood, Bars, Nightlife, Restaurants, Sports Bars, Sandwiches","{'Monday': '11:0-2:30', 'Tuesday': '11:0-2:30', 'Wednesday': '11:0-2:30', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}"
r_QcMIgY2zxdcV40kK_rxw,Applebee's Grill + Bar,Champaign,IL,40.142141,-88.258452,2.0,44,1,"GoodForKids,RestaurantsGoodForGroups,RestaurantsTakeOut,BusinessAcceptsCreditCards,HasTV,RestaurantsTableService,BikeParking,RestaurantsDelivery,HappyHour","American (Traditional), Bars, Sports Bars, Burgers, Steakhouses, Nightlife, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
ewEDv_q-K0fV0FepkHB8sA,Tornado Steak House,Madison,WI,43.07243,-89.38434000000002,4.0,537,1,"BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,RestaurantsGoodForGroups,BikeParking,CoatCheck,HappyHour,ByAppointmentOnly","Italian, Burgers, Nightlife, Bars, Steakhouses, Restaurants, Seafood","{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}"
sg9-uGQZCWGQYWYArxYbOQ,Issho Ni,Willoughby,OH,41.6234778,-81.4442931,4.0,9,1,"WheelchairAccessible,RestaurantsTableService,RestaurantsReservations,BusinessAcceptsCreditCards,HasTV,BYOB,Caters,RestaurantsTakeOut","Steakhouses, Food, Restaurants, Ramen, Japanese, Desserts, Sushi Bars","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
h-hXxl_9f-QdTYUIx0ar8A,Outback Steakhouse,Independence,OH,41.397420272199994,-81.6505957894,2.5,67,1,"RestaurantsDelivery,RestaurantsTakeOut,RestaurantsGoodForGroups,HasTV,BusinessAcceptsCreditCards,GoodForKids,RestaurantsReservations,BikeParking,Caters","Steakhouses, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
mZYKqiK-9fzifbFbeEbP1w,McCormick & Schmick's Seafood & Steaks,Pittsburgh,PA,40.428137705,-79.96648064899999,3.0,168,1,"BusinessAcceptsCreditCards,RestaurantsReservations,Caters,BikeParking,HasTV,RestaurantsGoodForGroups,RestaurantsTakeOut,WheelchairAccessible,RestaurantsTableService,HappyHour","Seafood, Restaurants, American (Traditional), Steakhouses","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:30'}"
4ZalERS8GVHK_1ULa86rMQ,Rex's Innkeeper,Waunakee,WI,43.19438,-89.4624497,3.0,38,1,"BusinessAcceptsCreditCards,HasTV,RestaurantsGoodForGroups,RestaurantsTakeOut,RestaurantsReservations,Caters,GoodForKids,HappyHour","Steakhouses, Seafood, American (Traditional), Restaurants","{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:0-21:0'}"
B0JdEQoQjr9oka-_YyGZ8g,Outback Steakhouse,Pittsburgh,PA,40.5759448527,-80.0262372225,2.5,92,1,"BusinessAcceptsCreditCards,HasTV,RestaurantsGoodForGroups,GoodForKids,RestaurantsDelivery,RestaurantsTakeOut,Caters","Restaurants, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:30'}"
5Gj8twqkHxMunpNJLn5Hjw,Arashi Japan,Westlake,OH,41.464644,-81.951747,3.0,128,1,"BikeParking,RestaurantsTakeOut,RestaurantsGoodForGroups,RestaurantsReservations,HasTV,RestaurantsTableService,BusinessAcceptsCreditCards,GoodForKids,HappyHour","Steakhouses, Sushi Bars, Japanese, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}"
xRC2O1i4xQMqqrkKSn7uRw,The Unicorn Restaurant & Pub,Grafton,OH,41.28497,-82.0645052,4.5,21,1,"RestaurantsGoodForGroups,BusinessAcceptsCreditCards,GoodForKids,RestaurantsTakeOut,RestaurantsReservations,HappyHour,HasTV,RestaurantsTableService","Steakhouses, Seafood, Irish Pub, Nightlife, Bars, Restaurants","{'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0'}"
7JOo6MO-bJMhfXobJG7SRQ,Timber Lodge,Medina,OH,41.198189,-81.841278,3.5,210,1,"GoodForKids,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsGoodForGroups,BikeParking,HasTV","Steakhouses, Seafood, Restaurants, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '11:0-21:0'}"
I6ocB-D9EAlk3Y9xGll1qA,Taverne Of Richfield,Richfield,OH,41.2400486,-81.6554434,3.5,61,0,"RestaurantsReservations,BusinessAcceptsCreditCards,Caters,RestaurantsTakeOut,BikeParking,RestaurantsGoodForGroups,HappyHour,HasTV,RestaurantsDelivery,OutdoorSeating,GoodForKids","Arts & Entertainment, Jazz & Blues, Music Venues, Bars, Nightlife, Wine Bars, American (Traditional), Seafood, Steakhouses, Venues & Event Spaces, American (New), Restaurants, Event Planning & Services","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '11:0-21:30'}"
ZalWvpZ4Tv4AMHtHG0DwrQ,Square 22 Restaurant and Bar,Strongsville,OH,41.3159941,-81.8347744,4.0,132,1,"RestaurantsGoodForGroups,RestaurantsTableService,BusinessAcceptsCreditCards,OutdoorSeating,HasTV,RestaurantsReservations,Caters,WheelchairAccessible,HappyHour","Restaurants, Cocktail Bars, Lounges, American (Traditional), Steakhouses, American (New), Seafood, Nightlife, Bars","{'Monday': '0:0-0:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:30-17:0'}"
CmIEkQZ87j1IGm9qWYqUdQ,Toko Japanese Steak House,Streetsboro,OH,41.24022520000001,-81.33744899999998,4.0,116,1,"RestaurantsReservations,RestaurantsDelivery,RestaurantsTakeOut,GoodForKids,HasTV,RestaurantsGoodForGroups,BusinessAcceptsCreditCards,RestaurantsTableService","Food, Sushi Bars, Steakhouses, Japanese, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
VDn6tM_Q_08CVuNHSUH4Lw,Lakewood Village Tavern,Lakewood,OH,41.476796,-81.786777,3.5,14,1,"BikeParking,BusinessAcceptsCreditCards,RestaurantsGoodForGroups,HasTV,RestaurantsTakeOut,RestaurantsDelivery,HappyHour","Burgers, Steakhouses, Restaurants, Bars, Dive Bars, Karaoke, Nightlife","{'Monday': '11:0-2:30', 'Tuesday': '11:0-2:30', 'Wednesday': '11:0-2:30', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}"
iattM1CQ8JfFm2L7-lDifQ,Atami Japan,Irwin,PA,40.331215596199996,-79.743302594,4.0,29,1,"RestaurantsGoodForGroups,HasTV,GoodForKids,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsTakeOut,RestaurantsDelivery,HappyHour,RestaurantsTableService","Cocktail Bars, Steakhouses, Nightlife, Sushi Bars, Restaurants, Bars, Japanese","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
Qz4JzvZ_0_2TGTWPTE7XSQ,Steak on a Stone,Willoughby,OH,41.62813,-81.427725,2.5,20,0,"RestaurantsGoodForGroups,BusinessAcceptsCreditCards,Caters,RestaurantsReservations,GoodForKids,RestaurantsTakeOut","Steakhouses, Restaurants",
x4eptNxzj43ihrk0nZB_OA,Montana Mike's,Urbana,IL,40.128228,-88.199861,3.0,12,0,"RestaurantsReservations,HasTV,GoodForKids,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsGoodForGroups","Restaurants, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
XTumKkL8Ns3StEvW1nwcow,Fazio's Restaurant,Olmsted Falls,OH,41.3748099,-81.902066,3.0,7,0,"RestaurantsTakeOut,RestaurantsGoodForGroups,GoodForKids,BusinessAcceptsCreditCards,HasTV,Caters","Steakhouses, Restaurants, Seafood, American (New)","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '8:0-15:0'}"
QQMHSov0KBlBSfb7PXOcXg,Sapporo Japanese Steakhouse,Pittsburgh,PA,40.4400036,-80.09091059999999,4.0,27,1,"HasTV,RestaurantsTakeOut,BusinessAcceptsCreditCards,Caters,RestaurantsGoodForGroups,GoodForKids,RestaurantsReservations","Japanese, Restaurants, Steakhouses, Seafood","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:30', 'Saturday': '16:30-22:30', 'Sunday': '15:0-21:0'}"
JzITUte597nI4RXQK9nERQ,Yokoso Japanese Steakhouse,Homestead,PA,40.4090939,-79.91581579999998,3.0,200,1,"RestaurantsTakeOut,BikeParking,RestaurantsGoodForGroups,RestaurantsReservations,GoodForKids,HasTV,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsTableService,HappyHour","Japanese, Steakhouses, Sushi Bars, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}"
L95ppCbcWAt4LUWrCiEvPg,The Capital Grille,Pittsburgh,PA,40.4407195879,-80.0000391542,4.0,317,1,"BusinessAcceptsCreditCards,RestaurantsReservations,RestaurantsGoodForGroups,RestaurantsTableService,Caters,WheelchairAccessible,CoatCheck,HappyHour","Restaurants, Seafood, Steakhouses, American (Traditional), Nightlife, Bars, Wine Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-21:0'}"
gqRfs-c6gx_tcIx63Fx4OQ,Harry Buffalo,Painesville,OH,41.6871191,-81.2899719,2.5,53,1,"RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,HasTV,RestaurantsTableService,GoodForKids,RestaurantsGoodForGroups,OutdoorSeating,WheelchairAccessible,BikeParking,HappyHour","Burgers, Nightlife, Pubs, Chicken Wings, American (Traditional), Steakhouses, Bars, Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
MgScNgEPoNExpCOwcgQR3g,LongHorn Steakhouse,Rocky River,OH,41.4614963334,-81.8521149967,3.0,63,1,"RestaurantsTakeOut,GoodForKids,BusinessAcceptsCreditCards,HasTV,RestaurantsGoodForGroups,RestaurantsTableService,BikeParking","Steakhouses, Restaurants, Barbeque, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
jSnkD2SpD-jcJjBjmxqHpw,Hibachi Japanese Steakhouse,Highland Heights,OH,41.5391563,-81.4529642,2.5,56,1,"RestaurantsGoodForGroups,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsReservations,GoodForKids,HasTV","Restaurants, Sushi Bars, Japanese, Steakhouses","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '12:30-23:0', 'Sunday': '12:30-22:0'}"
