user_id,business_id,text,date,compliment_count
X1OCokVRmIv-6FKiYGBa-A,QqbZA4r5g1vCbOxOAKJgWg,Good Wednesday night crowd. Didn't wait long for a little booth. You HAVE to have a burger if you come to this place. They grind their own meat and everything behind glass in front of you. Clean and great service! Neat bar. Good old neighborhood feel.,2013-03-07 00:59:01,0
Bmxv1Z07FgqbLCA7_JjCdg,ewEDv_q-K0fV0FepkHB8sA,My favorite steakhouse in Madison. Always a perfect medium rare.,2015-09-18 03:24:37,0
QBykfkTwOvQODgOcAiioAw,t2O4Qx74U_IfBzDHJzvUCA,Overpriced. Oversalted. Underwhelming.,2016-12-24 05:21:25,0
0tC5OOTuwvPGnnqhPCoRSw,MesBAxNk_M7ISbBmVDiiWQ,Groupon available now!,2016-05-25 03:24:15,0
1QABw9xW72L-3EkGmIllaQ,wHG_iKBpUfizBFIGqoaUnQ,"Go often, go early if your going fir Happy Hour. ..enjoy!  DONE AND DINE!",2016-07-31 23:07:17,0
pdVRx-GVhmlcQTayNhwdEQ,8GVGzFgTKNfPixL143Zadw,Love this place the bread is great and the steak even better,2011-10-29 01:42:37,0
9sAOy44dV62kv4fhBIFI6w,7JOo6MO-bJMhfXobJG7SRQ,Food was very good but somewhat overpriced. Service was good but nothing memorable.,2017-06-01 21:02:44,0
7Yw_kRFEJXKgo6c2qyUGpw,JLbgvGM4FXh9zNP4O5ZWjQ,Had brunch twice. Great experience both times. Very talented staff.,2015-07-07 19:02:29,0
pdVRx-GVhmlcQTayNhwdEQ,K8iNH0OEhS7vZLVyuO1v4A,Awesome place to eat,2012-11-03 01:45:18,0
wowUudflcxllOaEU4IL_qA,VGxJbglGlx-a7Gdc55Q6jQ,Mochi for dessert was good.,2013-02-16 02:15:15,0
HyYzkffDCWDOc0a46ZkLuA,TUZTu3dQxSxSIKRMkHQrsA,Try the lamb lollies they are amazing,2016-02-22 05:18:21,0
cUq1UjPVSJxTZgVFe9raUA,szGbmw_vq3kVU4SfK1x6Sw,"Order take out! They had a fresh, warm crème brulé waiting for me with no hassle after I called in for just dessert.",2015-03-21 17:05:49,0
EFM7rmwvSEUbEGMWSNCnhQ,JzITUte597nI4RXQK9nERQ,Horrible sushi experience!! My husband had hair in his sushi roll. The spicy tuna looks like ground beef wrapped in rice! Gross!,2012-04-25 00:18:45,0
i9JxYhIvn1LSA10F9XKg2Q,eF2jf-E5ktRQIh_4_-Jxsg,"Never been to this location and sorry it changed ownership. We drive 2,000 miles each year to go to the one in Livingston (Montana cop and Rib) and the one in Billings was just as good. Was looking forward to trying the Canonsburg location but the reviews waved us off.",2018-01-15 16:37:29,0
TjXqTqYOXAs8VKo_otj3lw,8GVGzFgTKNfPixL143Zadw,"If you text ""Trh185"" to 68984, you can get a free appetizer on your next visit. Allow 48 hours for it to appear. Also avoid there on kids night, unless you actually have kids. It's not the best place for a quiet dinner.",2016-02-01 02:18:39,0
352fF1zm7TbTThTUGoNK9A,nRmTDIs3Gbis9aX2-v1qcw,Excellent wedge salad and fillet mignon.,2014-04-11 00:58:31,0
Uu0hRe19I-TII90GRrIgcA,MQXFdfDb1UjrZngnjslmhA,This place is terrible,2011-09-30 21:59:35,0
_VplFzzi7zhOTwY0mlSAAg,fja2EnaSxKu1D7uctMhw-w,Very pricy. Salmon was perfect.,2017-03-19 23:01:34,0
ipDRBZ7qsj9CdO2zuqWGMQ,2ALi7ZYvil-BAXFa3CMUyA,1/2 price sushi on Tuesday's :),2011-02-02 01:27:39,0
pKifJg2M1APWDEmqDSStzg,PeATTp15Y_ExaN6mR1dmKw,Gluten free menu is available.,2016-08-22 22:35:38,0
wH-uEoSdYIc9UcvTqHnbFw,gVrOjfdnijDwxivLTHiBAg,Monday all burgers are $5.99. Not too bad for a chain restaurant.,2014-09-22 21:58:47,0
oK-VsqoBw9CYATEhvNt8Tg,fja2EnaSxKu1D7uctMhw-w,Watch out for the valet crew....not sure they are making change the way they should....,2016-04-27 03:12:41,0
GefiDYsb2U_-3ujGnheSpQ,nv1XdkWviHXO7N6mK8O1yg,"The clientele is older, but the food is great for any age. Definitely more expensive than 2 money signs",2014-01-18 01:45:12,1
lMyCdteZwWA4DzqZYObbsA,9JUynLfWPwe1X9gsJS6FTA,Ordering the double mac & cheese with shrimp?!? Get an additional order of shrimp ;-),2014-04-27 22:48:14,0
mdqK00q-7PiClsb-wmzvMw,TNgqPThc9_MwgSIdsZIUjQ,$25 special on sundays,2012-06-18 00:01:34,0
QtIYPhvYJ3Qr7Io0rbh_5Q,_VHU9KZUHRLp2Hc2JOKlYg,$1 oysters!,2012-08-21 21:52:08,0
ilgrAfnldXykcpoBwSMgnQ,RJNAeNA-209sctUO0dmwuA,"Mac and cheese is, in my opinion, the best in town. However, it does NOT heat up well in the microwave the next day. Ask for a half order if you want to eat all the yummy without leftovers.",2016-04-18 16:57:10,0
joCcHNyvjrwEg_6KX6MMPg,L95ppCbcWAt4LUWrCiEvPg,Filet Oscar is to die for!,2011-09-07 18:20:25,0
RFXcKWIaGsqFWK6WJbkl4g,MesBAxNk_M7ISbBmVDiiWQ,"Well worth the trip here. Goat cheese guacamole, el pastor tacos. Yum!",2016-02-06 17:06:42,0
yMR00Vkq46IBebHjtDoygQ,TUZTu3dQxSxSIKRMkHQrsA,The best mussels!!,2014-08-23 17:04:24,0
gTP_ZYWsumptBRnJeF-_zg,VGxJbglGlx-a7Gdc55Q6jQ,Filet hibachi was very good.,2013-09-04 23:54:11,0
JE2qFjL4BaUbiI-cT5MSBw,JLbgvGM4FXh9zNP4O5ZWjQ,Didn't think I would need a reservation on a Sunday. I was wrong.,2012-11-11 22:48:04,0
bSvNU2vABlaBi1ooF4KNJg,QqbZA4r5g1vCbOxOAKJgWg,Best burgers on the planet.,2010-12-21 23:18:09,0
LBcuPALypeSiLalEZa5JbA,nv1XdkWviHXO7N6mK8O1yg,Sit in bar and get happy hour food specials and a bar menu with some less expensive selections. Full menu available there too.,2014-10-03 00:16:25,0
oohecIy9RuXKEMmlIR543Q,CmIEkQZ87j1IGm9qWYqUdQ,Heres a menu for their All you can eat for $19.99. So far so good. This could be our new spot - instead of Tomo in Strongsville.,2013-12-15 23:22:27,0
Mere0_uEOiC6yGPasep9HQ,Jqd8QeYoBxJvYxhG0Lekyg,All I can say is call a head seating rocks.  Don't leave home without it.,2015-06-21 21:28:00,0
F6XHUMEGf71QLtzNELJZJA,RG2IGb4LwbxUwCW3iooYDA,Nice happy hour,2014-01-26 01:52:10,0
JVSpiSTY-cczzvC-QQzwkw,ntds2JP29DPYp765oFqptw,"Get reservations if you want to be on the patio or near a window!  Also check out who the musical guest may be, if any.",2015-09-19 03:12:14,0
H_-K6erSJYtzg3ZEvOg3EQ,pP4MRsHfrage-sm4mXYFAQ,Dont judge. I'm babysitting.,2011-04-13 21:31:55,0
z9gzNYnjaCq_oIKEpCUzNQ,z2RiCl_iU-8bM4Lj1zNL8g,Always an enjoyable experience. The meat is amazing and the seafood is fresh.,2017-09-24 20:54:03,0
hGB2k9KIlJIMdpJZbBGA_A,YohEZMYpKrf-3fyPASKLew,Success rate on getting my Tabasco sauce with my meal remains at about 50%.,2016-08-01 22:38:52,0
rnfgjemszUlQx6U_-PO63w,p3DmeeCNz-BdijenlxGI2A,"Only soup of the day, they don't have creamy onion, potato, or French onion.",2010-12-06 23:59:43,0
HyYzkffDCWDOc0a46ZkLuA,TUZTu3dQxSxSIKRMkHQrsA,Lamb lollies?!!! So yum,2015-01-19 23:08:09,0
mgBV3YmtaEqKmvrOHKQXfA,U3_446QN2gdF87stGCfu1Q,Hard to pick something bad. It's all been really good. But a good pick is the hand rolls. Great price for what you get.,2014-07-20 23:29:29,0
KDw1B6VZ-c0cSobzgRx06A,B0JdEQoQjr9oka-_YyGZ8g,Long wait for weekend dinners - either go early or make a reservation (if that accept),2013-05-17 08:15:54,0
KDw1B6VZ-c0cSobzgRx06A,30ibZa6RLsrdhmCUeoS7tQ,Code red: there are now beans in the chili. A plethora of them too. :-(,2018-01-28 20:16:30,0
3rmSDTPc61LJTxU5CKUNOw,6RmdqLK1H5aodAA8t7Yl2A,It's was ok,2016-04-19 02:47:44,0
r-zUIQPaHzvIyL93wQaoiQ,xtDZdPaHwhAwoo77QV9Oeg,Ask for wifi password.,2013-05-23 02:18:26,0
PEIaEPz_E2rvhBlHD1B2lA,TUZTu3dQxSxSIKRMkHQrsA,Good food. Good service. Will be back. Sit at the bar,2017-03-24 05:34:45,0
LWzRKrxsZ4_c6hw2ej8uiQ,nfJHNu_AQXptaTQIHjpAoQ,Good burger for lunch! This place is consistently good.,2012-10-13 17:04:53,0
-aHixePaKmwBtiDrhYPtFQ,wTjRn-n2wr6aLkNqFIuAGQ,Omg - how do people eat so much.,2015-10-14 18:08:36,0
uSw4RDwhFPfSjKBCrFxx_g,nhZ1HGWD8lMErdn3FuWuTQ,The Applebee's in N. Olmsted treats their employees horribly. Will never support them again.,2012-10-06 23:59:23,0
r-zUIQPaHzvIyL93wQaoiQ,iSOaf_-deg1nIlCm3cuzvg,Wi-fi available.,2012-01-11 00:53:17,0
oPQAJEiJnRrD0Km5RlKmtw,oq9bF1KUzSldObMSQ_aalQ,"Great traditional bar food and atmosphere, but PLEASE hire some better staff!!! The current staff sucks, and they could care less about their jobs and acting/dressing professionally.",2017-10-03 04:51:50,0
s4BgZ9tRRPKxjUcOJcyomA,xtDZdPaHwhAwoo77QV9Oeg,5 for $6 till 7! Awesome happy hour!,2014-11-14 00:19:32,0
I1Jhth-yxtz4mty6C2sWqg,6LtbAtQKXWFj7QcqBnr6SA,"Sushi. No Pacific East, but then, what is? (You'd have to find it in NYC, that's what.)",2011-08-06 23:35:35,0
WTNVeaxr1614WmRLAPfzAg,QqbZA4r5g1vCbOxOAKJgWg,"Really good, I wasn't aware of the sardines but it was a good add!",2016-05-20 00:41:01,0
lGKw9Foy5gho_BKiwtrz9w,PXJkqZGaC5qxhJTVQodN_w,Not the best service.  Food okay. I won't be back,2016-01-22 22:23:07,0
0tC5OOTuwvPGnnqhPCoRSw,fja2EnaSxKu1D7uctMhw-w,"The fresh, hot powdered donuts are amazing with the trio of dipping sauces!",2016-05-01 01:49:33,0
Ka73XG0UFe_d-QuFEMZtHQ,6LtbAtQKXWFj7QcqBnr6SA,Watch your step walking in.  They have fountains near the doorway which always splash onto the stone floor and leaves a slippery area walking in.   You'd think the management would want to fix that.  Seems like a law suit waiting to happen.,2015-02-16 02:15:27,0
4thDWCdKZYBUSSzvkFsnjA,cOAjHOGcmXWJEd1Xo3xt0w,Try the creamed corn side!,2014-07-14 15:59:38,0
eXC9pqaD21oSet31ZeRG_A,6RmdqLK1H5aodAA8t7Yl2A,"The parmesan chicken was good. Service was slow tonight, but the server was nice.",2014-12-12 02:50:12,0
8RcEwGrFIgkt9WQ35E6SnQ,L95ppCbcWAt4LUWrCiEvPg,Filet mignon,2011-07-16 17:32:26,0
avQrJO2xVuKYsmjbikciJw,ihTl21FfAYXzGoM-Gu8U3A,The best sushi in Cleveland. The seaweed salad is to die for!,2016-02-07 21:05:40,0
Nle2uPiKDEUW2DluekO3Hg,QJ1YpQLVuentjgTQqNqqpw,demolish!,2017-12-11 00:42:35,0
IqjFodSORDikoNhuu73Bdg,lpxj6LFir23Ds6swW8a6fg,Pretty darn good burgers. Calimari appetizer was tasty too.,2011-08-08 22:51:44,0
fsPwvGCmUhWGbiMxiAnhng,CpNMXASiwtJv5eCDf0n63g,"Food is good, smells great in here. Seems awful pricey for what you get though.",2014-11-24 16:34:01,0
MX2MgFI7ziCCLSvONz_WBg,uWL8onvbR7WFJU7BGZ1a2A,"Not impressive. ""Undergoing transition.""",2014-06-21 16:59:51,0
E73xr_twLJZemdGrXWQobQ,JzITUte597nI4RXQK9nERQ,"Pink Lady Sushi Roll = YUM!
Crunchy, creamy, fresh, delicious!

(The Ebi Nigiri was entirely ""meh"", at best) 
:(",2013-02-17 21:44:44,0
agXJ2q1yxRupMSBCT-FFXA,7JOo6MO-bJMhfXobJG7SRQ,The spinach salad is amazing!,2013-12-04 01:49:35,0
g7thn7odpXlknEpBC8gmjQ,JLbgvGM4FXh9zNP4O5ZWjQ,A taste of Absinthe...,2012-01-29 02:55:52,0
vlu3tkXF9uMgzyWgHnS0sg,2U3KaC0sIFeugvSm0c2fJA,I don't know what Montana mule is but it has bourbon in it,2013-12-10 01:32:34,0
jdjIEOJjNcy5CUuM2r-Zug,OHKLSUanPcaAQMYkHDBdSw,Don't expect a quick in-and-out lunch...kinda slow today.,2013-12-18 18:23:12,0
HWYyLETt7pr9BkbrFmR71w,qELIf4gzE_vlteu7pO7TZg,Great atmosphere! Awesome drinks.,2015-02-14 22:03:40,0
MX2MgFI7ziCCLSvONz_WBg,-bHpvkmiFzm_swHLYsGiqw,Bridgette will take great care of you at the bar!  Great apps. Try the 09 Jadot Macon Villages.,2011-12-09 01:20:35,0
owj_Ij0UvMi8ZiGa_Y_deg,2MnNaZcNG_2whC9NyL4qgA,Great damn sat night ribs!  The best,2014-01-05 00:39:56,0
NJqmAzerpbAIC0-VBclwgA,lrL8WPWBesBm2cfUoLvwJA,Had to settle here because I really wanted a steak.,2011-08-11 23:00:03,0
kqsBiDRm1u34Q0RqN62QIA,CgsUUVwL8EBqcHFxrtkFtA,"If you are in the mood for wings, Quaker steak is the place!!  Lots of sauce or dry seasoning choices",2014-03-21 22:41:31,0
AHRrG3T1gJpHvtpZ-K0G_g,MesBAxNk_M7ISbBmVDiiWQ,Order the plantains with garlic cheese sauce,2017-03-27 02:21:58,0
5JVY32_bmTBfIGpCCsnAfw,jqBUVAWJRJ6QIGXVuhdVvw,Great burgers and salads.,2013-08-11 17:09:58,0
mwEFBv2HxqiOZnOxNK5LXQ,CySpYWrovIOGh7hdz9ahOQ,Here for Yelp elite event !,2011-01-19 23:48:36,0
42P_hSlGg0Lgj6wl9-eDjw,-bHpvkmiFzm_swHLYsGiqw,1/2 apps in bar on Wednesday and Friday until 9PM,2011-08-03 04:57:17,0
Rmr5rK4gGlG7cEb6-N31nA,t2O4Qx74U_IfBzDHJzvUCA,Get to happy hour early as the seating fills up quick!,2014-10-10 17:20:40,0
rK2aGPWEU7UVwz_fqKE8mA,Qz4JzvZ_0_2TGTWPTE7XSQ,For Adam's birthday!!,2012-08-23 21:25:58,0
ILk5Y4wPNW-7y0_As-xI6A,fja2EnaSxKu1D7uctMhw-w,Steak tartare is the bomb,2014-07-13 01:27:00,0
LNz5NSoV8XVZhxIp5wYh3Q,K8iNH0OEhS7vZLVyuO1v4A,Sake n Sushi!,2010-04-13 23:19:53,0
QY8r47RfqCnPfJSvFI5jHA,gtGn5hnHRAnGgfCiTcdj0A,Birthdays gets a free dinner ($15 value).,2012-10-28 22:16:30,0
NTSVW_Um4847glX-GfjjEQ,eF2jf-E5ktRQIh_4_-Jxsg,It's no longer Montana's it's now called Cannon's Chophouse.,2017-06-16 23:18:59,0
VIGYAdgtus5tW7ZtImAAzw,z2RiCl_iU-8bM4Lj1zNL8g,Mojitos are very strong. Don't over fill on the buffet. Hold out for the fillet mignon with port wine,2012-03-18 20:22:58,1
jZ4C04qVcYNVuLlHPiqMBg,nxAo0oDgsNlduzUuuUL4Fg,This is the worst steak n shake. This is our second bad food issue. We contacted corporate office and they gave us coupons to replace our bad meal. We get home to find 2 burgers and 2 fries. Once again tried to call the store and it just kept ringing. Went back to the store and advised the manager what happened again!! And that the phone was taken or removed from ringing.  Then to get a ghetto attitude from an employee. ..can't you see we are busy!!??  NEVER AGAIN WILL WE VISIT!!,2015-08-20 04:38:06,0
4wp4XI9AxKNqJima-xahlg,VGxJbglGlx-a7Gdc55Q6jQ,All you can eat sushi for $23 on Wednesdays!,2012-10-24 17:19:55,0
Cw7BKIbqOgX6HMcHr3b7Iw,UCJpL9VFk3g1B2gjRlLy_g,"Really awesome Prime Filet. Great bartender - Liz - super attentive, friendly, and professional. Helped me pick a great bottle of wine- Troublemaker",2013-10-20 00:45:06,0
WBWBB9fLZ7ialgUSPf9d7w,L95ppCbcWAt4LUWrCiEvPg,For lunch how soecial,2013-12-19 17:39:37,0
UsmTxWbobLsI6WR1Db0W7A,Lyn5sYu1rfxdmntbaOoZJg,Great place for insomnia...,2011-10-07 06:53:36,0
1lMU2hQKtPzYUxSuUH3q8g,RJNAeNA-209sctUO0dmwuA,"Recently expanded into former Café Soleil/L'Étoile,  for more seating during popular weekend nights, etc.",2010-12-12 18:20:36,0
mmSnomhXtxcQM53xfeigfQ,DD5TD5JA9cHQTDtzKUzhyg,Very Wisconsin supper club.  Will be back!,2017-03-11 01:57:30,0
qBLyuv66tFIypV6uPg8Gvg,8B7A5KqrrbxOlCX66hqfOg,Happy hour is a blessed treat!  Bring your mom and your friends,2012-08-21 20:39:16,0
tvgnywTy_jAu20fnVXCSRQ,HUTDbniG4URIGfkP8e_cfA,Triple atomic hot wings... I'll try single atomic and call it a day,2012-05-17 17:31:48,0
UsmTxWbobLsI6WR1Db0W7A,Lyn5sYu1rfxdmntbaOoZJg,"Get the crabcake burger at The Wheelhouse, crabcakes as big as a hubcap with three kinds of fries on the side.",2010-08-12 02:02:50,0
CY9iLsE2z_yLhLqJdD1WGw,RJNAeNA-209sctUO0dmwuA,Double Brat was amazing today!,2011-06-09 19:16:10,0
EFM7rmwvSEUbEGMWSNCnhQ,CLSRz9E-HmQRDwV2_smoDA,I love this place!! They are always super nice,2011-08-02 00:30:12,0
TfPoBNbVwDzagjiR3cPX0g,MQXFdfDb1UjrZngnjslmhA,Blooming Onion and Wings are a great appetizer,2014-06-29 19:19:58,0
ZbJ_IVVjY-k2y4-g273qKg,z2RiCl_iU-8bM4Lj1zNL8g,Food is good but I don't recommend the desserts.,2014-06-07 13:53:36,0
EtxsD-Jbyxh7TsaWHtGCew,XfO5MZI2lH1U2HsMnIsYzg,Happy hour M-F 3-7pm,2017-10-14 21:39:21,0
nOr3_aq60yivqgcso_iDMw,6wwz7b5xehEilPx98ZnZtA,Great place to go to avoid the Friday Lent crowd,2017-03-17 22:30:52,0
0BxF-X_WBAoL6Zk46RzhYQ,CsbNmQqu9dKFrgcIItevYA,Have them cater your next football tailgate...you won't be disappointed.,2017-11-18 00:10:48,0
G-MYsPWoHOZsy-kAYi4kCg,89-bwvH5mWWOOb00VTUyFQ,"Don't know what is going on as of late, but every meal has been made wrong, cold or very slow. Maybe time to try another chain restaurant.",2012-07-30 01:03:19,0
eCcqyDD-muG8B4i-od59Zw,gqRfs-c6gx_tcIx63Fx4OQ,Haven't tried any of the food however the bar is extremely slow...,2015-09-18 00:23:11,0
Figs8mO8s_aPRq2W7W0cYQ,U3_446QN2gdF87stGCfu1Q,"6.99 Sushi Roll Buffet until Wednesday 6/7/17 (regular price 9.99). Includes sushi (vegetarian, raw fish, cooked fish, special rolls), salad, fruit, miso soup, and dessert soup!",2017-06-12 19:00:52,0
r-zUIQPaHzvIyL93wQaoiQ,xtDZdPaHwhAwoo77QV9Oeg,No wifi.,2013-05-17 06:48:52,0
wF4_c5luZZM0-z-d-EtCCQ,4sRJvmKh43AqMRrjdwEdwA,The house salads at this restaurant have to be one of the best house salad I have ever have. And the BBQ chicken is great for those eating healthy!,2012-10-10 23:56:36,0
